Product Name,Brand Name,Reviews
SaaS Apps,SaaS,I was pleased with the ease of opening a case and the rapid response from the support and engineering team. Thanks Druva!,
SaaS Apps,SaaS,as per my previous comment.,
Hybrid Workloads,Enterprise,The problem has been resolved. However something has changed in the MFA OTP layout that might have been caused the issue.,
SaaS Apps,SaaS,None,
Endpoints,EP,Excellent support and very quick response.,
SaaS Apps,SaaS,"Aaquib gave me exactly what I needed today - he was quick, to the point, and got me where I needed to be. Thanks!",
Hybrid Workloads,Enterprise,Getting support was quick and easy. It was a good experience. Just wish that the update for the Hyper-V Agent didn't break the backups.,
SaaS Apps,SaaS,"I like the products: Endpoint and M365. I haven't needed to use support often, but when I do, my issues are resolved quickly.",
Hybrid Workloads,Enterprise,Discussed in meeting today with support and account reps.,
Endpoints,EP,Sanjeev Sarkar is very knowledgeable and has successfully demonstrated a high level of proficiency during the troubleshooting process. Three issues were resolved in a relatively short period of time. I really appreciated.,
Endpoints,EP,Sanjeev Sarkar is very knowledgeable and has successfully demonstrated a high level of proficiency during the troubleshooting process. Three issues were resolved in a relatively short period of time. I really appreciated.,
Endpoints,EP,Sanjeev Sarkar is very knowledgeable and has successfully demonstrated a high level of proficiency during the troubleshooting process. Three issues were resolved in a relatively short period of time. I really appreciated.,
SaaS Apps,SaaS,Excellent support engineer!,
SaaS Apps,SaaS,excellent support engineer!,
Endpoints,EP,So far it is taking many manhours to maintain Druva in healthy shape across our fleet. We're a very small company and spending 1hr+ every day in IT on Druva; it's too much.,
SaaS Apps,SaaS,Great support and great knowledge. Sharing of documentation is also great and the support engineers are doing great job.,
Hybrid Workloads,Enterprise,Great service & support provided by Kishore Wagh,
SaaS Apps,SaaS,Druva support once again raises the bar with super fast response and resolution,
Endpoints,EP,"We had a 'Critical' ticket that took weeks to get resolved. The way we got to the resolution was by trying something ourselves and confirming it with the support agents. If the support agents had known the product they are working on, we would have had an answer to our problem within the first couple of days. Instead, we had to ask very direct questions to get answers instead of the support agent helping us solve the problem we had. We are dissatisfied with this service.",
Hybrid Workloads,Enterprise,Thanks so much!,
SaaS Apps,SaaS,"This request was related to a commercial issue. We have experienced the situation that instead of a new tenant creation an extension of an existing tenant was processed in the backend system. The purchase order we have received reflected something different. In order to ensure that this will not happen in future, i have requested a report out of the backend systems, to check an validate if the backend system reflects the bookings as they should be.",
Hybrid Workloads,Enterprise,It would be nice if you could provide more rest apis. Having to manually click through hundreds of VMs to delete the final backup or change proxy pools sucks!,
Endpoints,EP,"A lot of the documentation is, unfortunately, out of date, or addresses topics that don't need to be addressed. For example: how to deploy via intune - your article shouldn't go into 'how to setup intune', just 'how to setup the druva package'. It's a simple process that the article made look SO much harder!",
SaaS Apps,SaaS,Support staff was very detailed with responses to my questions. Also provided a walk through with examples.,
Hybrid Workloads,Enterprise,"Abhishek was great, persistent and knowledgable",
Hybrid Workloads,Enterprise,Ajinkya has Amazing knowledge and patience to resolve the issues,
SaaS Apps,SaaS,"Excellent service from the team, I am really happy with the service provided to me.",
Endpoints,EP,support is goog,
Hybrid Workloads,Enterprise,"Great work, as always, Kunal! Thank you!",
Hybrid Workloads,Enterprise,Prompt response and work around available.,
Hybrid Workloads,Enterprise,Olivier always provides excellent support!!,
Endpoints,EP,Thanks a lot for the help for this ticket and on the fly observations and improvements,
Hybrid Workloads,Enterprise,NA,
Hybrid Workloads,Enterprise,"User interface is not intuitive, menu could be cleaner",
SaaS Apps,SaaS,"Thank you, Krishnaprasad. Great work, efficient and a pleasure to deal with!",
Hybrid Workloads,Enterprise,Oliver was able to pull up records for a prior instance that was similar to this one and we solved the problem quickly.,
Hybrid Workloads,Enterprise,n/a,
Hybrid Workloads,Enterprise,Good Support,
Hybrid Workloads,Enterprise,Great job from Sudhakar as usual,
Hybrid Workloads,Enterprise,"The regular support portal KB seems lacking in detailed technical documentation, so I was told to open a ticket with a support engineer, which I did. During the call, I found out that the actual technical documentation is to be found by registering for the Academy, and then all will be revealed. I will check that out, but in short, technical content should be readily available.",
SaaS Apps,SaaS,You have an excellent support Team,
Endpoints,EP,"Thank you, Rahul.",
SaaS Apps,SaaS,My issue went unresolved due to a problem with the platform. I was unable to recover the documents I wanted due to several technical reasons. There is an inherent problem with the platform that I cannot view more than 3000 entries when browsing to find a single object I am looking for in a large sharepoint library. Restoring to the same location is not an option as my users are syncing this library with OneDrive and this would cause excessive replication traffic due to 75 copies of a library with 180K objects being replicated at the same time. Enhancements to the web control or a local client that can connect to the web snapshots is necessary to view all branch objects I would need to restore leaf objects in a timely manner.,
Hybrid Workloads,Enterprise,na,
Endpoints,EP,Support tech was great to work with. He quickly resolved our issue.,
Hybrid Workloads,Enterprise,thank you foe the support.,
Hybrid Workloads,Enterprise,Raj was excellent in his troubleshooting and resolving of the issue. The issue was resolved in about 10 minutes and Raj took the time to field my questions and explain in detail the answers.,
Hybrid Workloads,Enterprise,Support Engineer was prompt in managing the case and provides timely updates. To get the fix from engineering in hte short time frame was awesome.,
